Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,Encountered,ID,Formal
消息,xiāoxi,"noun: news / information / message (DM, telegram, whatsapp, wechat etc)",听到他获奖的消息，大家都很高兴。,3,2.1,5,0,265,
训练,xùnliàn,"noun: training
verb: to train",他们每天进行严格训练，这种训练让他们更专业。,3,2.1,5,0,266,
杂志,zázhì,noun: magazine,我订了一本时尚杂志。,3,2.1,5,0,267,
表扬,biǎoyáng,"verb: to praise
noun: praise / commendation",老师表扬了他乐于助人的行为，这次表扬让他很开心。,4,2.1,5,0,268,
不然,bùrán,conjunction: otherwise; if not,你得快一点，不然我们会迟到。,4,2.1,5,0,269,
诚实,chéngshí,adjective: honest; truthful,他是一个非常诚实的人。,4,2.1,5,0,270,
独自,dúzì,adverb: alone; by oneself,她独自一个人去了旅行。,4,2.1,5,0,271,
反而,fǎn’ér,adverb: instead / on the contrary,我帮了他，他反而怪我多管闲事。,4,2.1,5,0,272,
规则,guīzé,noun: rule; regulation,我们必须遵守学校的规则。,4,2.1,5,0,273,
怀疑,huáiyí,verb: to suspect; to doubt / noun: suspicion,我开始怀疑他说的话是不是真的。,4,2.1,5,0,274,
假如,jiǎrú,conjunction: if; supposing that,假如你有时间，我们可以一起去。,4,2.1,5,0,275,
居民,jūmín,noun: resident; inhabitant,这里的居民都很友善。,4,2.1,5,0,276,
居住,jūzhù,verb: to live; to reside,很多人喜欢居住在安静的地方。,4,2.1,5,0,277,
默默,mòmò,adverb: silently; quietly,他默默地坐在角落里。,4,2.1,5,0,278,
挑选,tiāoxuǎn,"verb: to choose; to pick out; to select. You are actively looking through a group of items, comparing them, filtering out the bad ones, and handpicking the best one.",她正在商店里挑选衣服。,4,2.1,5,0,279,
移动,yídòng,verb: to move; to shift,请不要随便移动这些椅子。,4,2.1,5,0,280,
勇气,yǒngqì,noun: courage; bravery,他终于鼓起勇气说出了真相。,4,2.1,5,0,281,
著名,zhùmíng,adjective: famous; well-known,这是一座著名的历史建筑。,4,2.1,5,0,282,
后悔,hòuhuǐ,verb: to regret / noun: regret,我后悔没有早点开始学习中文。,5,2.1,5,0,283,
建筑,jiànzhù,"noun: building / architecture
verb: to construct",这座建筑是由著名建筑师亲自设计并建造的。,5,2.1,5,0,284,
拥有,yōngyǒu,verb: to possess; to own; to have,他一直梦想拥有一栋大房子。,5,2.1,5,0,285,
珍珠,zhēnzhū,noun: pearl,她戴着一条珍珠项链。,5,2.1,5,0,286,
用品,yòngpǐn,noun: supplies; articles for use,超市里有很多日常用品。,6,2.1,5,0,287,
不肯,bùkěn,verb: unwilling to; refuse to,他怎么说都不肯道歉。,7,2.1,5,0,288,
车祸,chēhuò,noun: traffic accident; car crash,那场车祸让他住院了好几个星期。,7,2.1,5,0,289,
充实,chōngshí,adjective: fulfilling; substantial / verb: to enrich,她每天都过得很充实。,7,2.1,5,0,290,
大吃一惊,dàchīyījīng,phrase: to be greatly shocked; to be astonished,听到这个消息后，大家都大吃一惊。,7,2.1,5,0,291,
吩咐,fēnfù,verb: to instruct; to order; to tell someone to do something,老师吩咐我们明天早点到学校。,7,2.1,5,0,292,
假装,jiǎzhuāng,verb: to pretend; to feign,他假装没听见我的话。,7,2.1,5,0,293,
天鹅,tiāné,noun: swan,湖里有几只美丽的天鹅。,7,2.1,5,0,294,
提议,tíyì,"verb: to suggest / propose
noun: proposal / suggestion",我提议我们今天早点下班，这个提议大家都同意了。,7,2.1,5,0,295,
学业,xuéyè,noun: studies; schoolwork; academic work,他最近的学业压力很大。,7,2.1,5,0,296,
炎热,yánrè,adjective: scorching hot; extremely hot,夏天的天气非常炎热。,7,2.1,5,0,297,Formal
争吵,zhēngchǎo,verb: to quarrel; to argue / noun: quarrel,他们因为一点小事争吵了起来。,7,2.1,5,0,298,Formal
花草,huācǎo,noun: flowers and plants,她每天都会给花草浇水。,Unknown,2.1,5,0,299,
花盆,huāpén,noun: flowerpot; plant pot,阳台上放着几个花盆。,Unknown,2.1,5,0,300,
救护,jiùhù,verb: to rescue and provide medical aid,医护人员正在救护伤者。,Unknown,2.1,5,0,301,
露营,lùyíng,verb / noun: to camp / camping,周末我们一起去山上露营，体验大自然的宁静。,Unknown,2.1,5,0,302,
水沟,shuǐgōu,noun: ditch; drain; gutter,路边有一条小水沟。,Unknown,2.1,5,0,303,
校服,xiàofú,noun: school uniform,学生每天都要穿校服。,Unknown,2.1,5,0,304,
园丁,yuándīng,noun: gardener,园丁每天都会照顾这些花。,Unknown,2.1,5,0,305,
羽毛,yǔmáo,noun: feather,地上有几根白色的羽毛。,Unknown,2.1,5,0,306,
长出,zhǎngchū,verb: to grow out; to sprout,春天的时候，树上长出了新叶子。,Unknown,2.1,5,0,307,
纸盒,zhǐhé,noun: paper box; cardboard box,桌子上放着一个大纸盒。,Unknown,2.1,5,0,308,
出租,chūzū,rent,这套房子正在出租,2,2.2,5,0,309,
画家,huàjiā,painter,他是一位著名的画家。,2,2.2,5,0,310,
计划,jìhuà,plan,我们下周有一个旅游计划。,2,2.2,5,0,311,
举行,jǔxíng,to hold (an event),学校下周将举行运动会。,2,2.2,5,0,312,
商人,shāngrén,noun: businessperson / merchant,他是个成功的商人，在国外也有公司。,2,2.2,5,0,313,
顺利,shùnlì,smoothly,希望你考试顺利！,2,2.2,5,0,314,
提高,tígāo,"verb: ""to raise, increase, or improve"" an abstract quality or level (such as skills, efficiency, or grades) to a higher standard.",我想提高我的汉语水平。,2,2.2,5,0,315,
报告,bàogào,"Verb: to report (to a superior)
Noun: a report, presentation
formal, official, often used in work, study, or military contexts.",夜班时，检查夜间报告，准备早间报告。,3,2.2,5,0,316,Formal
不安,bù'ān,"adjective: uneasy / anxious
noun: uneasiness / anxiety",他因为即将公布的结果感到不安，这种不安一直没消失。,3,2.2,5,0,317,
不必,búbì,no need to / not necessary,你不必太紧张。,3,2.2,5,0,318,
不断,búduàn,continuously / constantly,他在不断学习新东西。,3,2.2,5,0,319,
成就,chéngjiù,accomplishment / achievement (often personal or major),她最大的成就是获得博士学位。,3,2.2,5,0,320,
创作,chuàngzuò,"verb: to compose / to create (artwork, literature, music)
noun: a creative work",她在创作一幅画，这幅画也是她今年的主要创作,3,2.2,5,0,321,
将来,jiānglái,noun: the future,将来你打算做什么工作？,3,2.2,5,0,322,
积极,jījí,adjective: active / positive / proactive,她在学习上非常积极，总是主动提问。,3,2.2,5,0,323,
绝对,juéduì,"adjective: absolute
adverb: absolutely / definitely",这件事我绝对不会说出去，我是绝对保密的,3,2.2,5,0,324,
配合,pèihé,"verb: to cooperate / to coordinate
noun: coordination (often with liang hao、mique)",大家积极配合，项目的整体配合也非常顺利。,3,2.2,5,0,325,
请教,qǐngjiào,verb: to consult / to seek advice (polite),我想请教您一个关于项目管理的问题。,3,2.2,5,0,326,
任务,rènwu,noun: task / mission / assignment,这个任务必须在今晚完成。,3,2.2,5,0,327,
显得,xiǎnde,verb: to appear / to seem (followed by adjective),他穿上这套西装显得特别有精神。,3,2.2,5,0,328,
消失,xiāoshī,verb: to disappear; to vanish,那只猫突然消失了。,3,2.2,5,0,329,
因此,yīncǐ,conjunction: therefore / thus,他努力工作，因此得到了大家的认可。,3,2.2,5,0,330,
意义,yìyì,noun: meaning / significance,这项研究具有重要的现实意义。,3,2.2,5,0,331,
增加,zēngzhǎng,verb: to increase / to raise,为了满足需求，公司决定增加产量。,3,2.2,5,0,332,
避免,bìmiǎn,verb: to avoid; to prevent,我们应该避免犯同样的错误。,4,2.2,5,0,333,
锻炼,duànliàn,verb: to exercise / to train (physically or mentally),每天早上我都会去公园锻炼身体。,4,2.2,5,0,334,
获得,huòdé,verb: to obtain / to receive / to win,她获得了全校奖学金。,4,2.2,5,0,335,
资料,jīhū,adverb: almost / nearly,我几乎忘了今天有考试。,4,2.2,5,0,336,
几乎,jīhū,adverb: almost; nearly,我几乎忘了今天是你的生日。,4,2.2,5,0,337,
距离,jùlí,noun: distance / verb: to be apart from,我家和学校的距离不远。,4,2.2,5,0,338,
培养,péiyǎng,verb: to cultivate; to foster; to train,阅读可以培养好的习惯。,4,2.2,5,0,339,
期间,qījiān,noun: period of time; during,假期期间很多人都会出去旅行。,4,2.2,5,0,340,
热心,rèxīn,adjective: enthusiastic; warmhearted,她是一个很热心的人。,4,2.2,5,0,341,
似的,shìde,particle: as if; like,他高兴得像中了大奖似的。,4,2.2,5,0,342,
寻找,xúnzhǎo,"verb: to look for / seek (heavily used for abstract concepts, life goals, or serious matters)",他们正在寻找丢失的证件。,4,2.2,5,0,343,Formal
依然,yīrán,adverb: still; as before,即使毕业了，他们依然保持联系。,4,2.2,5,0,344,
疑问,yíwèn,"noun: doubts/questions a feeling of uncertainty, confusion, or skepticism that you hold inside your mind.",我对这个结果没有任何疑问。,4,2.2,5,0,345,
优秀,yōuxiù,adjective: outstanding; excellent,她是一位非常优秀的学生。,4,2.2,5,0,346,
自信,zìxìn,adjective: confident / noun: self-confidence,她对自己的能力很自信。,4,2.2,5,0,347,
抱怨,bàoyuàn,verb: to complain / noun: complaint,他总是抱怨工作太累。,5,2.2,5,0,348,
背包,bēibāo,noun: backpack,他背着一个很大的背包。,5,2.2,5,0,349,
充足,chōngzú,adjective: sufficient / ample,准备工作十分充足，大家都很有信心。,5,2.2,5,0,350,
打扰,dǎrǎo,verb: to disturb / to interrupt,不好意思打扰你了，你现在有空吗？,5,2.2,5,0,351,
动手,dòngshǒu,"Don't just talk about it, hurry up and [start doing it].",别光用嘴说，快动手做吧。,5,2.2,5,0,352,
动手,dòngshǒu,He assembled this model airplane himself [by hand].,这个航模是他自己动手组装的。,5,2.2,5,0,352_A,
动手,dòngshǒu,"Let's talk this out peacefully, absolutely do not start [throwing hands].",有话好好说，千万别动手。,5,2.2,5,0,352_B,
恢复,huīfù,verb: to recover; to restore,他手术后恢复得很快。,5,2.2,5,0,353,
模仿,mófǎng,verb: to imitate / to mimic,孩子喜欢模仿大人的说话方式。,5,2.2,5,0,354,
年龄,niánlíng,noun: age,她虽然年龄不大，但经验非常丰富。,5,2.2,5,0,355,
邀请,yāoqǐng,"verb: to invite
noun: invitation",他正式发出了邀请，邀请朋友们参加他的生日聚会。,5,2.2,5,0,356,
展示,zhǎnshì,verb: to display; to show,她向大家展示了自己的作品。,5,2.2,5,0,357,
自豪,zìháo,adjective / verb: proud (in a positive sense),我为我是这个团队的一员感到非常自豪。,5,2.2,5,0,358,
遵守,zūnshǒu,verb: to obey; to comply with,无论在公司还是在学校，都应该遵守规则。,5,2.2,5,0,359,
本地,běndì,noun/adjective: local; this area,这家餐厅提供很多本地美食。,6,2.2,5,0,360,
拨打,bōdǎ,verb: to dial; to make a phone call,有问题的话，请拨打这个号码。,6,2.2,5,0,361,Formal
不禁,bùjīn,adverb/verb: cannot help but,听到那个笑话后，我不禁笑了出来。,6,2.2,5,0,362,
创意,chuàngyì,noun: creativity; creative idea,这个广告很有创意。,6,2.2,5,0,363,
担忧,dānyōu,verb: to worry / noun: worry,父母很担忧孩子的安全。,6,2.2,5,0,364,
队伍,duìwǔ,noun: team; line; ranks,门口已经排起了长长的队伍。,6,2.2,5,0,365,
凡是,fánshì,conjunction: every; any; all that,凡是努力学习的人都会进步。,6,2.2,5,0,366,
截止,jiézhǐ,verb: to close; to end at / noun: deadline,报名截止日期是下星期五。,6,2.2,5,0,367,
盼望,pànwàng,verb: to look forward to; to hope for,我一直盼望能再见到他。,6,2.2,5,0,368,
气氛,qìfēn,noun: atmosphere / vibe,活动现场的气氛非常热烈，大家都玩得很开心。,6,2.2,5,0,369,
榜样,bǎngyàng,noun: role model / example,他是我们班公认的好榜样，学习和做人都很好。,7,2.2,5,0,370,
测验,cèyàn,noun: test; quiz / verb: to test,明天我们有一场数学测验。,7,2.2,5,0,372,
趁机,chènjī,verb/adverb: to seize an opportunity; to take advantage of a chance,他趁机向老师请教了问题。,7,2.2,5,0,373,
吃苦,chīkǔ,verb: to endure hardship; to suffer difficulties,年轻的时候应该学会吃苦。,7,2.2,5,0,374,
打猎,dǎliè,verb: to hunt,以前有些人靠打猎生活。,7,2.2,5,0,375,
顿时,dùnshí,adverb: suddenly; at once; instantly,听到这个消息后，他顿时安静了下来。,7,2.2,5,0,376,
恶劣,èliè,adjective: terrible; harsh; vile,今天的天气非常恶劣。,7,2.2,5,0,377,
家境,jiājìng,noun: family financial situation,虽然她家境一般，但她学习非常努力。,7,2.2,5,0,378,
来宾,láibīn,noun: guest; visitor,所有来宾都已经到齐了。,7,2.2,5,0,379,
马虎,mǎhǔ,adjective: careless; sloppy,做事情不能太马虎。,7,2.2,5,0,380,
疲倦,píjuàn,adjective: tired; exhausted; weary,工作了一整天后，他感到非常疲倦。,7,2.2,5,0,381,Formal
贫穷,pínqióng,adjective: poor (economically),他出生在一个贫穷的家庭，但靠自己的努力改变了命运。,7,2.2,5,0,382,
温柔,wēnróu,"adjective: gentle / soft (personality, tone, action)",他说话很温柔，让人不自觉就放松下来。,7,2.2,5,0,383,
增添,zēngtiān,"verb: to add / increase (usually emotions, atmosphere, not quantity)",新画作为房间增添了一份艺术气息。,7,2.2,5,0,384,
服气,fúqì,verb: to be convinced / to accept someone’s superiority,他实力强，让人心服口服，大家都服气。,Unknown,2.2,5,0,385,
教导,jiàodǎo,verb: to teach; to instruct,老师耐心地教导学生。,Unknown,2.2,5,0,386,
露出,lùchū,verb: to reveal; to show; to expose,他脸上露出了笑容。,Unknown,2.2,5,0,387,
耐烦,nàifán,adjective: patient / verb: to have patience,他已经没有耐烦继续等下去了。,Unknown,2.2,5,0,388,
瘦弱,shòuruò,adjective: thin and weak; frail,那个孩子看起来很瘦弱。,Unknown,2.2,5,0,389,
详情,xiángqíng,noun: detailed information,想了解详情，请浏览官方网站。,Unknown,2.2,5,0,390,
阴凉,yīnliáng,adjective: cool and shady,我们坐在树下阴凉的地方休息。,Unknown,2.2,5,0,391,
大自然,dàzìrán,nature,我们应该保护大自然,2,2.3,5,0,392,
广告,guǎnggào,Advertisement,电视上正在播放一则新的广告。,2,2.3,5,0,393,
顾客,gùkè,customer,顾客永远是第一位的。,2,2.3,5,0,394,
好事,hǎoshì,good deed; good thing,他们结婚了，真是件好事！,2,2.3,5,0,395,
进入,jìnrù,verb: to enter,请刷卡进入办公楼。,2,2.3,5,0,396,
来自,láizì,Come from,他来自韩国。,2,2.3,5,0,397,
人数,rénshù,number of people,报名参加比赛的人数很多。,2,2.3,5,0,398,
实在,shízài,This is a [real/actual] check; I’m not joking.,这是一张实在的支票，不是在开玩笑。,2,2.3,5,0,399,
实在,shízài,He is a very [honest/sincere] person; he never tells lies to trick people.,他那个人很实在，从不撒谎骗人。,2,2.3,5,0,400,
实在,shízài,The sun is [really/indeed] too strong today; I don't want to go out.,今天的太阳实在太大了，我不想出门。,2,2.3,5,0,401,
实在,shízài,The benefits he provides to the employees are very [substantial/significant].,他给员工提供的福利非常实在。,2,2.3,5,0,402,
实在,shízài,His advice is very [practical/down-to-earth]; it helped me solve quite a lot of trouble.,他的建议非常实在，帮我解决了不少麻烦。,2,2.3,5,0,403,
