Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
感受,gǎnshòu,"noun: feeling / experience
verb: to feel / to experience",他能感受别人的情绪，他的感受也很细腻。,"He can sense others’ emotions, and his own feelings are very delicate.",Band3,1.8,5,0,203
更加,gèngjiā,adverb: even more,这次经历让他更加成熟。,This experience made him even more mature.,Band3,1.8,5,0,204
国庆,guóqìng,noun: National Day,国庆期间，广场上举行了庆祝活动。,Celebration events were held in the square during National Day.,Band3,1.8,5,0,205
交流,jiāoliú,"verb: to exchange (ideas, cultures) / to communicate
noun: communication / exchange",中外学生之间的文化交流非常有趣。,Cultural exchange between local and foreign students is very interesting.,Band3,1.8,5,0,206
解决,jiějué,Verb: to solve / to settle,这个问题已经顺利解决。,This problem has been successfully solved.,Band3,1.8,5,0,207
景色,jǐngsè,Noun: scenery / view,山上的景色非常迷人，特别适合拍照。,The mountain view is stunning — perfect for photography.,Band3,1.8,5,0,208
举办,jǔbàn,"Verb: to host / to hold (an event, competition, etc.)",学校将于下个月举办一次科技展览。,The school will host a science exhibition next month.,Band3,1.8,5,0,209
理由,lǐyóu,noun: reason / justification,你迟到的理由是什么？,What’s your reason for being late?,Band3,1.8,5,0,210
失去,shīqù,"verb: to lose (abstract things: trust, hope, opportunity)",失去信任比失去金钱更可怕。,Losing trust is more frightening than losing money.,Band3,1.8,5,0,211
受伤,shòushāng,verb: to get injured / to be hurt,他在比赛中不小心受伤了。,He got injured accidentally during the game.,Band3,1.8,5,0,212
文章,wénzhāng,noun: article / essay,这篇文章内容丰富，语言流畅。,This article is rich in content and flows well.,Band3,1.8,5,0,213
作者,zuòzhě,general term for the creator of any written work.,作者在书里写下了自己的经历。,The author wrote about his own experiences in the book.,Band3,1.8,5,0,214
吃惊,chījīng,verb: to be shocked / surprised,听到他突然辞职的消息，大家都很吃惊。,Everyone was shocked when they heard he suddenly resigned.,Band4,1.8,5,0,215
植物,zhíwù,noun: plant,这种植物需要阳光和水才能生长良好。,This plant needs sunlight and water to grow well.,Band4,1.8,5,0,216
课室,kèshì,class room,学生们正在课室里上课。,The students are having class in the classroom.,Unknown,1.8,5,0,217
开车,kāichē,verb: to drive,我不会开车,I don’t know how to drive,Band1,1.9,5,0,218
部分,bùfen,Part,我只看了这本书的一部分,I only read part of this book.,Band2,1.9,5,0,219
方向,fāngxiàng,direction,请问火车站的方向是哪边？,"Excuse me, which way is the train station?",Band2,1.9,5,0,220
坏处,huàichù,disadvantage; harm,抽烟对身体有坏处。,Smoking is harmful to your health.,Band2,1.9,5,0,221
提出,tíchū,put forward; propose; raise,他在会议上提出了一个好建议。,He made a good suggestion during the meeting.,Band2,1.9,5,0,222
城市,chéngshì,noun: city,这个城市的夜景非常美丽。,The night view of this city is beautiful.,Band3,1.9,5,0,223
管理,guǎnlǐ,"verb: to manage / to administer
noun: management",他负责公司的人事管理，他的管理方式非常有效。,"He’s in charge of HR management, and his management style is very effective.",Band3,1.9,5,0,224
过程,guòchéng,noun: process,学习是一个长期的过程。,Learning is a long-term process.,Band3,1.9,5,0,225
理解,lǐjiě,"verb: to understand (ideas, reasoning, emotions)
noun: understanding",我能理解你的决定，也感谢你的理解。,"I understand your decision, and I appreciate your understanding.",Band3,1.9,5,0,226
破坏,pòhuài,"verb: to destroy / to sabotage
noun: destruction / damage",这场暴风雨破坏了很多建筑，破坏程度非常严重。,The storm destroyed many buildings — the damage was severe.,Band3,1.9,5,0,227
千万,qiānwàn,adverb: must / by all means (used for strong advice or warning),你千万别迟到，这是一次很重要的会议。,Don’t be late — this is a very important meeting.,Band3,1.9,5,0,228
生动,shēngdòng,adjective: vivid / lively,老师讲故事的方式非常生动。,The teacher’s storytelling is very vivid.,Band3,1.9,5,0,229
营养,yíngyǎng,"noun: nutrition
adjective: nutritious (used attributively)",这顿饭非常有营养，营养成分也很均衡。,"This meal is very nutritious, and the nutritional content is well balanced.",Band3,1.9,5,0,230
直到,zhídào,preposition/conjunction: until,我一直等你，直到天黑你也没来。,"I kept waiting for you until it got dark, but you still didn’t show up.",Band3,1.9,5,0,231
渐渐,jiànjiàn,adverb: gradually,天渐渐亮了，我们也该出发了。,The sky is gradually brightening—it’s time for us to head out.,Band4,1.9,5,0,232
激动,jīdòng,"adjective: excited; emotionally stirred
verb: to excite; to move emotionally",听到这个消息，他激动得说不出话，这个结果也让家人十分激动。,"When he heard the news, he was so excited he couldn’t speak, and the result also deeply moved his family.",Band4,1.9,5,0,233
菜单,càidān,menu,菜单上有很多素菜,There are lots of vegetarian dishes on the menu.,Band2,2.1,5,0,234
成绩,chéngjì,results,她的考试成绩非常好,Her exam results are excellent.,Band2,2.1,5,0,235
广场,guǎngchǎng,square (not the shape),孩子们在广场上玩游戏。,The children are playing games in the square.,Band2,2.1,5,0,236
节日,jiérì,festival,春节是中国最重要的节日。,Spring Festival is the most important holiday in China.,Band2,2.1,5,0,237
请求,qǐngqiú,"""asking nicely"" or ""pleading,""",我请求老板给我一天假。,I requested a day off from my boss.,Band2,2.1,5,0,238
球队,qiúduì,sports team,他是学校足球队的队员。,He’s a member of the school football team.,Band2,2.1,5,0,239
热情,rèqíng,Enthusiasm,老师对我们非常热情。,The teacher is very warm and welcoming to us.,Band2,2.1,5,0,240
司机,sījī,Driver,司机已经在楼下等你了。,The driver is already waiting downstairs for you.,Band2,2.1,5,0,241
早晨,zǎochén,morning,我喜欢早晨在公园跑步,I like jogging in the park in the early morning.,Band2,2.1,5,0,242
保证,bǎozhèng,to guarantee / guarantee,我保证明天准时到,I guarantee I’ll arrive on time tomorrow.,Band3,2.1,5,0,243
带领,dàilǐng,verb: to lead (people),他带领学生们参观博物馆。,He led the students to visit the museum.,Band3,2.1,5,0,244
队员,duìyuán,noun: team member,每个队员都为胜利做出了贡献。,Each team member contributed to the victory.,Band3,2.1,5,0,245
感冒,gǎnmào,"verb: to catch a cold
noun: cold (illness)",他感冒了，这次感冒让他整整躺了三天。,"He caught a cold, and it kept him in bed for three full days.",Band3,2.1,5,0,246
环保,huánbǎo,noun/adjective: environmental protection / eco-friendly,我们应该使用更多环保产品。,We should use more eco-friendly products.,Band3,2.1,5,0,247
任何,rènhé,pronoun: any / whatever / whichever,在这里，不允许任何形式的暴力。,No form of violence is allowed here.,Band3,2.1,5,0,248
人员,rényuán,noun: personnel / staff / crew,现场已有救援人员到达。,Rescue personnel have already arrived at the site.,Band3,2.1,5,0,249
生长,shēngzhǎng,"verb: to grow (biology, people, plants)",这棵树生长得非常健康。,This tree is growing very healthily.,Band3,2.1,5,0,250
速度,sùdù,noun: speed / pace / rate,请控制行车速度，注意安全。,Please control your driving speed and pay attention to safety.,Band3,2.1,5,0,251
现场,xiànchǎng,noun: on-site / scene (of an event),记者正在从事故现场进行直播。,The reporter is broadcasting live from the scene of the accident.,Band3,2.1,5,0,252
消息,xiāoxi,"noun: news / information / message (DM, telegram, whatsapp, wechat etc)",听到他获奖的消息，大家都很高兴。,Everyone was happy to hear the news of his award.,Band3,2.1,5,0,253
训练,xùnliàn,"noun: training
verb: to train",他们每天进行严格训练，这种训练让他们更专业。,"They train rigorously every day, and this training makes them more professional.",Band3,2.1,5,0,254
杂志,zázhì,noun: magazine,我订了一本时尚杂志。,I subscribed to a fashion magazine.,Band3,2.1,5,0,255
表扬,biǎoyáng,"verb: to praise
noun: praise / commendation",老师表扬了他乐于助人的行为，这次表扬让他很开心。,"The teacher praised his helpfulness, and the praise made him happy.",Band4,2.1,5,0,256
不然,bùrán,conjunction: otherwise; if not,你得快一点，不然我们会迟到。,"You need to hurry up, otherwise we’ll be late.",Band4,2.1,5,0,257
诚实,chéngshí,adjective: honest; truthful,他是一个非常诚实的人。,He is a very honest person.,Band4,2.1,5,0,258
独自,dúzì,adverb: alone; by oneself,她独自一个人去了旅行。,She went traveling by herself.,Band4,2.1,5,0,259
反而,fǎn’ér,adverb: instead / on the contrary,我帮了他，他反而怪我多管闲事。,"I helped him, but instead he blamed me for interfering.",Band4,2.1,5,0,260
规则,guīzé,noun: rule; regulation,我们必须遵守学校的规则。,We must follow the school rules.,Band4,2.1,5,0,261
怀疑,huáiyí,verb: to suspect; to doubt / noun: suspicion,我开始怀疑他说的话是不是真的。,I started doubting whether what he said was true.,Band4,2.1,5,0,262
假如,jiǎrú,conjunction: if; supposing that,假如你有时间，我们可以一起去。,"If you have time, we can go together.",Band4,2.1,5,0,263
居民,jūmín,noun: resident; inhabitant,这里的居民都很友善。,The residents here are all very friendly.,Band4,2.1,5,0,264
居住,jūzhù,verb: to live; to reside,很多人喜欢居住在安静的地方。,Many people like living in quiet places.,Band4,2.1,5,0,265
默默,mòmò,adverb: silently; quietly,他默默地坐在角落里。,He sat quietly in the corner.,Band4,2.1,5,0,266
挑选,tiāoxuǎn,verb: to choose; to pick out; to select,她正在商店里挑选衣服。,She is choosing clothes in the store.,Band4,2.1,5,0,267
移动,yídòng,verb: to move; to shift,请不要随便移动这些椅子。,Please do not move these chairs casually.,Band4,2.1,5,0,268
勇气,yǒngqì,noun: courage; bravery,他终于鼓起勇气说出了真相。,He finally gathered the courage to tell the truth.,Band4,2.1,5,0,269
著名,zhùmíng,adjective: famous; well-known,这是一座著名的历史建筑。,This is a famous historical building.,Band4,2.1,5,0,270
后悔,hòuhuǐ,verb: to regret / noun: regret,我后悔没有早点开始学习中文。,I regret not starting Chinese earlier.,Band5,2.1,5,0,271
建筑,jiànzhù,"noun: building / architecture
verb: to construct",这座建筑是由著名建筑师亲自设计并建造的。,This building was designed and constructed by a famous architect.,Band5,2.1,5,0,272
拥有,yōngyǒu,verb: to possess; to own; to have,他一直梦想拥有一栋大房子。,He has always dreamed of owning a big house.,Band5,2.1,5,0,273
珍珠,zhēnzhū,noun: pearl,她戴着一条珍珠项链。,She is wearing a pearl necklace.,Band5,2.1,5,0,274
用品,yòngpǐn,noun: supplies; articles for use,超市里有很多日常用品。,The supermarket has many daily necessities.,Band6,2.1,5,0,275
不肯,bùkěn,verb: unwilling to; refuse to,他怎么说都不肯道歉。,"No matter what was said, he refused to apologize.",Band7,2.1,5,0,276
车祸,chēhuò,noun: traffic accident; car crash,那场车祸让他住院了好几个星期。,That car accident kept him hospitalized for several weeks.,Band7,2.1,5,0,277
充实,chōngshí,adjective: fulfilling; substantial / verb: to enrich,她每天都过得很充实。,She lives a very fulfilling life every day.,Band7,2.1,5,0,278
大吃一惊,dàchīyījīng,phrase: to be greatly shocked; to be astonished,听到这个消息后，大家都大吃一惊。,Everyone was shocked after hearing the news.,Band7,2.1,5,0,279
吩咐,fēnfù,verb: to instruct; to order; to tell someone to do something,老师吩咐我们明天早点到学校。,The teacher instructed us to arrive at school early tomorrow.,Band7,2.1,5,0,280
假装,jiǎzhuāng,verb: to pretend; to feign,他假装没听见我的话。,He pretended not to hear me.,Band7,2.1,5,0,281
