Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,
影响,yǐngxiǎng,Influence,天气会影响我们的旅行计划。,2,1.2,5,
银行卡,yínhángkǎ,bank card,我忘记带银行卡了。,2,Unknown,5,
音节,yīnjié,syllable,汉语的音节不多，但组合很多。,2,5.6,5,
阴天,yīntiān,cloudy day,今天是阴天，不太适合晒衣服。,2,4.6,5,
音乐会,yīnyuèhuì,concert,我下周要去听一场音乐会。,2,Unknown,5,
音乐会,yīnyuèhuì,noun: concert,下个月有一场音乐会，我们一起去听吧！,2,Unknown,5,
以上,yǐshàng,above; over,18岁以上的人才能参加。,2,2.5,5,
一生,yìshēng,lifetime,她一生都在帮助别人。,2,3.3,5,
以外,yǐwài,except for / outside of,除了我以外，大家都来了。,2,6.4,5,
以下,yǐxià,below,这个活动适合12岁以下的孩子,2,1.8,5,
友好,yǒuhǎo,friendly,他们对我们非常友好。,2,5.2,5,
游客,yóukè,tourist,这个城市每年吸引很多游客。,2,1.6,5,
原因,yuányīn,Reason,他迟到的原因是堵车。,2,1.8,5,
院长,yuànzhǎng,dean,院长在会议上做了发言。,2,Unknown,5,
院子,yuànzi,courtyard; yard,我家有一个小院子，种了很多花。,2,4.2,5,
月份,yuèfèn,month (very formal version),你最喜欢哪一个月份？,2,3.6,5,
语言,yǔyán,anguage,汉语是一种非常有趣的语言。,2,1.8,5,
咱们,zánmen,pronoun: we / us (including speaker and listener),咱们一起去吃午饭吧。,2,Unknown,5,
早晨,zǎochén,morning,我喜欢早晨在公园跑步,2,2.1,5,
占,zhàn,occupy,这个电视节目占用了很多时间。,2,Unknown,5,
照相,zhàoxiàng,verb: to take a photo,他喜欢在旅游时到处照相。,2,Unknown,5,
正常,zhèngcháng,normal,一切都恢复正常了。,2,5.4,5,
正好,zhènghǎo,Just right,我正好路过，就来看你了。,2,5.2,5,
正确,zhèngquè,Correct,你的答案是正确的。,2,1.8,5,
正是,zhèngshì,exactly / precisely,这正是我想说的！,2,2.6,5,
真正,zhēnzhèng,real / true,真正的朋友会在你需要时帮助你。,2,1.6,5,
直接,zhíjiē,"adjective: direct
adverb: directly",你可以直接告诉我结果，不需要绕弯子。,2,2.3,5,
重点,zhòngdiǎn,key point / emphasis,这次考试的重点是语法。,2,2.5,5,
中级,zhōngjí,adjective: intermediate level,我现在是中级中文班的学生。,2,7.11,5,
重视,zhòngshì,attach importance to,学校非常重视学生的安全。,2,3.9,5,
中医,zhōngyī,Chinese Medicine,她更相信中医而不是西医。,2,Unknown,5,
周年,zhōunián,anniversary,今天是他们结婚五周年纪念日。,2,2.6,5,
装,zhuāng,"1.  To put in, to load, to pack 
2.  To install, to fit, to assemble 
3, . To pretend, to feign, to act ",他一边装作没看见地把礼物装进箱子里，一边想着等下要怎么装好这个新买的架子,2,Unknown,5,
住房,zhùfáng,housing,这个城市的住房很贵。,2,7.2,5,
准确,zhǔnquè,adjective: accurate / precise,这个数据非常__，没有任何误差。,2,Unknown,5,
主人,zhǔrén,host / owner,狗一看到主人就高兴地跳起来。,2,1.2,5,
住院,zhùyuàn,be in hospital; be hospitalized,他因为生病住院了三天。,2,6.2,5,
自由,zìyóu,freedom / free,每个人都应该拥有言论自由。,2,5.1,5,
组成,zǔchéng,to form / to make up,这个班由十五名学生组成。,2,3.7,5,
做法,zuòfǎ,way of doing / method,你的做法很聪明。,2,2.5,5,
作家,zuòjiā,"someone you consider a professional or accomplished writer, especially in literature.",她是一位著名的小说作家。,2,3.4,5,
作用,zuòyòng,Effect,这种药的作用很快。,2,1.8,5,
组长,zǔzhǎng,group leader,我们组的组长负责组织活动。,2,3.4,5,
爱心,àixīn,compassion / caring heart,她是一位充满爱心的老师。,3,1.4,5,
按,àn,press; push; check; restrain,请按这个按钮。,3,Unknown,5,
按照,ànzhào,according to,按照计划，我们明天出发。事态没有完全按照计划发展。,3,1.7,5,
安装,ānzhuāng,to install,我们需要安装一个新的空调。,3,Unknown,5,
白菜,báicài,Chinese cabbage,妈妈做了一道炒白菜。,3,4.3,5,
板,bǎn,board / plank,地上铺着木板,3,Unknown,5,
班级,bānjí,class (group of students),我们班级里有三十个学生。,3,7.2,5,
办理,bànlǐ,to handle / to process,我去银行办理开户手续。,3,Unknown,5,
保安,bǎoān,security guard,保安每天在大门口检查,3,7.2,5,
保持,bǎochí,to maintain / to keep ( maintaining a state or condition.),请保持安静。,3,1.4,5,
保存,bǎocún,to preserve / to save ( keeping something safe for future use),你要保存好这份文件。,3,3.9,5,
报到,bàodào,to check in / to report (for duty),新员工下周一来公司报到。,3,3.11,5,
报道,bàodào,"Verb: to cover or report news
Noun: a news report / story
used in journalism, media, or public information.",目前，调查性报道与解释性报道、客观性报道鼎足而立，成为西方新闻界的主流报道方式。,3,5.5,5,
报告,bàogào,"Verb: to report (to a superior)
Noun: a report, presentation
formal, official, often used in work, study, or military contexts.",夜班时，检查夜间报告，准备早间报告。,3,2.2,5,
保留,bǎoliú,to retain / to keep,学校保留了他的学籍。,3,2.5,5,
保险,bǎoxiǎn,insurance,出国旅行要买医疗保险。,3,Unknown,5,
保证,bǎozhèng,to guarantee / guarantee,我保证明天准时到,3,2.1,5,
把握,bǎwò,to grasp / to seize / certainty,这次机会很难得，你要把握住。,3,Unknown,5,
被子,bèizi,quilt / blanket,天冷了，要多盖点被子,3,3.7,5,
本来,běnlái,originally / at first,我本来打算出去，但下雨了。,3,2.6,5,
本领,běnlǐng,skill / ability ( Tends to emphasize a specific learned skill or acquired ability ),他有很多特别的本领。,3,2.6,5,
本事,běnshi,"skill / ability ( can be more general and sometimes implies broader capability or resourcefulness,)",他真有本事，一个人就完成了任务。,3,7.15,5,
变化,biànhuà,change (noun),这里的变化很大。,3,1.8,5,
变为,biànwéi,to turn into / become,雨水变为了雪,3,Unknown,5,
表达,biǎodá,"express, convey, or voice something,",她很善于表达自己的想法。,3,1.8,5,
表格,biǎogé,form / table (in documents),请填写这张申请表格。,3,2.4,5,
表面,biǎomiàn,surface / appearance,表面看起来简单，其实很复杂,3,5.1,5,
表明,biǎomíng,to indicate / to show,研究结果表明这个方法有效。,3,6.2,5,
标题,biāotí,title / headline,这篇文章的标题很吸引人。,3,4.5,5,
表现,biǎoxiàn,"to behave (verb)
performance (noun)",他在比赛中表现得很勇敢. 根据你的表现，我们会考虑给你升职,3,1.8,5,
标准,biāozhǔn,standard / criteria,"他做事的标准很高. 他的普通话说得很标准。
",3,5.3,5,
比较,bǐjiào,relatively / to compare (adverb and verb),今天比较冷。请比较这两张照片。,3,1.3,5,
比例,bǐlì,proportion / ratio,男女比例是一比一。,3,Unknown,5,
并（副、连）,bìng,actually / not at all (used with negative),我并不喜欢他的新歌,Unknown,Unknown,5,
并且,bìngqiě,"And, moreover, furthermore. emphasizes the second point.",她聪明，并且很努力。,3,3.8,5,
必然,bìrán,inevitable / bound to,成功是努力的必然结果,3,Unknown,5,
必要,bìyào,necessary,现在没有必要担心。,3,3.3,5,
播出,bōchū,"to broadcast (a show, etc.)",这部电视剧每晚八点播出。,3,Unknown,5,
播放,bōfàng,to play (audio/video),老师正在播放一段视频。,3,2.6,5,
布,bù,"noun: cloth / fabric
verb: to announce / to spread (literary)",这块布上写着政府刚布的通知。,3,Unknown,5,
补,bǔ,"verb: to mend / to patch
verb: to make up (for something lost or lacking)",他补好了破鞋，还补了一天没完成的工作。,3,Unknown,5,
不安,bù'ān,"adjective: uneasy / anxious
noun: uneasiness / anxiety",他因为即将公布的结果感到不安，这种不安一直没消失。,3,2.2,5,
不必,búbì,no need to / not necessary,你不必太紧张。,3,2.2,5,
补充,bǔchōng,"verb: to supplement / to add
noun: supplement",老师补充了一些信息，这个补充很有用。,3,3.5,5,
不得不,bùdébù,have no choice but to,下大雨了，我们不得不取消计划。,3,4.1,5,
不断,búduàn,continuously / constantly,他在不断学习新东西。,3,2.2,5,
不光,bùguāng,not only (slightly more colloquial),她不光会说汉语，还会写汉字。,3,Unknown,5,
不仅,bùjǐn,not only (slightly more formal),他不仅唱歌好听，还会弹钢琴。,3,2.6,5,
不论,búlùn,no matter / regardless of,不论天气怎么样，我们都要去。,3,5.1,5,
部门,bùmén,noun: department (in an organization),请你联系财务部门处理费用问题。,3,6.2,5,
部长,bùzhǎng,noun: minister / department head,教育部长今天发表了讲话。,3,Unknown,5,
才能,cáinéng,"noun: talent / ability
conjunction: only then can...",有绘画才能，努力之后才能成功。,3,1.4,5,
采取,cǎiqǔ,"adopting actions, methods, policies, or attitudes.",我们必须立即采取行动来保护环境。,3,3.9,5,
彩色,cǎisè,"noun: color
adjective: colored / multicolored",这幅彩色画很美，用了很多彩色的笔。,3,4.2,5,
采用,cǎiyòng,"adopting ideas, suggestions, designs, technologies, or materials.",这个公司采用了最新的AI技术。,3,7.15,5,
曾经,céngjīng,adverb: once / previously,我曾经来过这里，还拍了很多照片。,3,1.3,5,
厂,chǎng,"noun: is a more general term for factory and is often used as a component in other words to describe various types of establishments or fields. When used alone, it can also mean a factory but might be less specific.",这家厂专门生产电子产品。,3,Unknown,5,
长处,chángchù,noun: strength / strong point,每个人都有自己的长处。,3,5.4,5,
场合,chǎnghé,occasion / situation,在正式场合，你应该穿得更正式一些。,3,7.16,5,
长期,chángqī,"adjective: long-term
noun: long period",他打算长期工作在国外，适应那里的长期生活。,3,4.8,5,
场所,chǎngsuǒ,place / venue (typically formal or public),图书馆是一个安静的学习场所。,3,6.1,5,
产生,chǎnshēng,"verb: to produce / to generate (usually abstract things like ideas, feelings)",这个决定会产生严重的后果。,3,3.1,5,
产生,chǎnshēng,verb: to produce; to generate; to arise,这个决定产生了很大的影响。,3,3.1,5,
朝,cháo,"preposition: toward / facing
noun: dynasty",她朝唐朝的方向走去，仿佛走进了历史。,3,Unknown,5,
超级,chāojí,"adjective: super / ultra-
adverb: extremely / incredibly",他是超级英雄，也超级喜欢吃披萨。,3,2.4,5,
程度,chéngdù,"noun: level / degree (of ability, severity, etc.) Used to talk about the level or extent of something.",他的中文已经达到了很高的程度,3,5.5,5,
成果,chéngguǒ,achievement / result (of effort or work),他们的研究取得了重要成果。,3,Unknown,5,
成就,chéngjiù,accomplishment / achievement (often personal or major),她最大的成就是获得博士学位。,3,2.2,5,
成立,chénglì,verb: to establish / to found,这个公司成立于1999年。,3,6.1,5,
城市,chéngshì,noun: city,这个城市的夜景非常美丽。,3,1.9,5,
成熟,chéngshú,"adjective: mature (personality, fruit, etc.)
verb: to mature / ripen",这些葡萄已经成熟了，而他也在困难中慢慢成熟起来。,3,Unknown,5,
称为,chēngwéi,"to be called / known as (used in more formal situations, titles, official names, and when emphasizing a specific designation.)",这种植物被称为“生命之花”。,3,5.1,5,
成员,chéngyuán,noun: member (of a group/team),他是我们团队的重要成员,3,2.4,5,
成长,chéngzhǎng,"verb: to grow up
noun: growth / development",孩子的成长需要时间和关爱。,3,1.4,5,
衬衫,chènshān,"shirt (usually buttoned, collared)",这件白衬衫很适合上班穿。,3,4.4,5,
衬衣,chènyī,undershirt / shirt (interchangeable with 衬衫 in many regions),他穿着整洁的衬衣来面试。,3,Unknown,5,
持续,chíxù,to continue / to last. Used to emphasize the ongoing nature of something without interruption.,这场雨已经持续三天了。,3,5.3,5,
充满,chōngmǎn,verb: to be full of / to be filled with (abstract or emotional),她的脸上充满了幸福的笑容。,3,1.4,5,
传,chuán,"verb: to pass on (news, object)
verb: to transmit (information, knowledge, disease)",他把爷爷的故事传给了我，也传了一种特别的家族文化。,3,Unknown,5,
传播,chuánbō,"to spread / to disseminate (information, culture, virus)",社交媒体能快速传播消息，也容易传播谣言。,3,Unknown,5,
创新,chuàngxīn,"verb: to innovate
noun: innovation",这家公司的创新令人惊讶，他们每年都有新的创新。,3,Unknown,5,
创业,chuàngyè,verb: to start a business,他决定辞职去创业，实现自己的梦想。,3,Unknown,5,
创造,chuàngzào,"verb: to create / to produce (ideas, conditions, miracles)",我们要努力创造一个更美好的未来。,3,5.1,5,
创作,chuàngzuò,"verb: to compose / to create (artwork, literature, music)
noun: a creative work",她在创作一幅画，这幅画也是她今年的主要创作,3,2.2,5,
传来,chuánlái,"verb: (of sound, smell, etc.) to come through / to be heard from afar",厨房传来饭菜的香味和笑声。,3,1.2,5,
传说,chuánshuō,"noun: legend / folklore
verb: it is said",传说这座山住着一条龙，这个传说流传了几百年。,3,5.1,5,
初步,chūbù,adjective: preliminary / initial,这是我们的初步计划，之后会再修改。,3,Unknown,5,
初级,chūjí,adjective: beginner level / elementary,这本书适合初级学习者,3,4.5,5,
处理,chǔlǐ,verb: to handle / to deal with / to process,我们必须尽快处理这个问题。,3,3.9,5,
初中,chūzhōng,noun: junior high school,我在初中时参加了合唱团。,3,Unknown,5,
从来,cónglái,adverb: always (in the past) / never (when used with negative),我从来没有看过这么奇怪的东西。,3,1.2,5,
从前,cóngqián,noun/adverb: once upon a time / in the past,从前有一个聪明的国王。,3,1.2,5,
从事,cóngshì,verb: to be engaged in (a profession or activity),他从事教育工作已经十年了。,3,7.16,5,
存在,cúnzài,"verb: to exist
noun: existence",这个问题确实存在，但它的存在并不代表无解。,3,4.6,5,
错误,cuòwù,"noun: mistake / error
adjective: incorrect / mistaken",他的做法是错误的，这个错误可能带来严重后果。,3,1.3,5,
达到,dádào,"verb: to reach (a level, goal, result)",他终于达到了自己的目标。,3,3.3,5,
代表,dàibiǎo,"noun: representative
verb: to represent",他是学生会的代表，代表全体同学发言,3,1.4,5,
代表团,dàibiǎotuán,noun: delegation,中国代表团将参加国际会议。,3,Unknown,5,
带动,dàidòng,verb: to lead / to bring along / to drive (development),这项新政策带动了整个行业的发展。,3,Unknown,5,
大夫,dàifu,noun: (colloquial) doctor,我去看了大夫，他说我感冒了。,3,7.15,5,
带领,dàilǐng,verb: to lead (people),他带领学生们参观博物馆。,3,2.1,5,
当初,dāngchū,noun/adverb: at that time / originally,如果我当初听你的话，就不会失败了。,3,7.15,5,
当地,dāngdì,"noun: local area
adjective: local",我们品尝了当地的美食，和当地人聊了聊。,3,3.9,5,
当地,dāngdì,adjective/noun: local; local area,我们品尝了当地美食。,3,3.9,5,
当中,dāngzhōng,preposition: in the middle of / among,在讨论当中，他提出了一个关键问题,3,5.3,5,
