Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color
声音,shēngyīn,"Sound, voice, volume",这里的环境很吵，到处都是嘈杂的声音。老师的声音虽然好听，但是声音太小了，我听不清楚。,"Her voice was gentle and clear, like the sound of a summer breeze rustling through leaves.",Band2,1.1,5
实际,shíjì,reality / actual,实际情况比我们想的复杂。,The real situation is more complicated than we thought.,Band2,3.2,5
实习,shíxí,Internship,我正在一家公司实习。,I’m doing an internship at a company.,Band2,Unknown,5
实现,shíxiàn,– to achieve / to realize,他终于实现了自己的梦想。,He finally achieved his dream.,Band2,1.6,5
使用,shǐyòng,"formal, more ""professional"" version of ""use.",请使用手机扫描二维码。,Please use your phone to scan the QR code.,Band2,1.3,5
实在,shízài,"1.Real, True, Actual
2. Honest, Sincere 
3. Really, Indeed, Truly, Actually
4. Substantial, Considerable, Significant
5.  Down-to-earth, Practical","1. 这才是实在的情况
2. 他说话很实在
3. 今天实在太热了
4. 这对我们来说是实在的帮助
5. 他是一个很实在的人，不会好高骛远。","1. This is the real situation.
2. He speaks honestly
3. Today is really too hot.
4. This is substantial help for us
5. He is a very down-to-earth person and won't aim too high.",Band2,2.3,5
市长,shìzhǎng,mayor,市长今天参观了我们学校。,The mayor visited our school today.,Band2,Unknown,5
受到,shòudào,"to receive (abstract things like praise, support)",他受到了老师的表扬。,He received praise from the teacher.,Band2,2.3,5
收入,shōurù,income,他每个月的收入都很稳定。,His monthly income is very stable.,Band2,6.1,5
熟,shú,ripe/familiar,"苹果熟了
他对北京很熟","The apples are ripe
I’m not very familiar with him.",Band2,Unknown,5
水平,shuǐpíng,level (of ability),他的汉语水平很高。,His Chinese level is very high.,Band2,6.5,5
顺利,shùnlì,smoothly,希望你考试顺利！,Hope your exam goes smoothly!,Band2,2.2,5
说明,shuōmíng,to explain / instructions,请先看一下产品说明。,Please read the product instructions first.,Band2,1.8,5
数字,shùzì,number,这些数字我不太明白。,I don’t really understand these numbers.,Band2,5.5,5
司机,sījī,Driver,司机已经在楼下等你了。,The driver is already waiting downstairs for you.,Band2,2.1,5
随时,suíshí,at any time,你可以随时联系我。,You can contact me anytime.,Band2,2.6,5
所有,suǒyǒu,pronoun: all; every / noun: ownership; possession,所有学生都已经到了。,All the students have already arrived.,Band2,1.2,5
态度,tàidu,attitude,他对工作的态度很认真。,He has a very serious attitude toward his work.,Band2,3.11,5
讨论,tǎolùn,discuss,我们一起讨论一下这个问题。,Let’s discuss this problem together.,Band2,1.3,5
特点,tèdiǎn,characteristic / feature,这家饭店的特点是菜又快又好吃,The special feature of this restaurant is that the food is fast and delicious.,Band2,1.8,5
疼,téng,hurt (milder version),我的头有点儿疼。,My head hurts a little.,Band2,Unknown,5
天上,tiānshàng,noun: in the sky; heaven,天上有很多星星。,There are many stars in the sky.,Band2,3.6,5
条件,tiáojiàn,condition / requirement,他符合申请奖学金的条件。,He meets the requirements for applying for the scholarship.,Band2,2.7,5
提出,tíchū,put forward; propose; raise,他在会议上提出了一个好建议。,He made a good suggestion during the meeting.,Band2,1.9,5
提到,tídào,to mention,他从来没提到过他的家人。,他从来没提到过他的家人。,Band2,Unknown,5
提高,tígāo,to improve / raise,我想提高我的汉语水平。,I want to improve my Chinese level.,Band2,2.2,5
停车场,tíngchēchǎng,noun: parking lot; car park,商场旁边有一个很大的停车场。,There is a large parking lot beside the mall.,Band2,2.4,5
挺好,tǐnghǎo,very good,今天天气挺好的。,The weather is pretty good today.,Band2,Unknown,5
听讲,tīngjiǎng,attend a lecture,我喜欢在图书馆听讲座。,I like attending lectures in the library.,Band2,Unknown,5
体育,tǐyù,Sports,我最喜欢的课程是体育。,My favorite subject is PE.,Band2,3.7,5
体育场,tǐyùchǎng,stadium,明天我们去体育场看比赛。,Tomorrow we’ll go to the stadium to watch the game.,Band2,Unknown,5
体育馆,tǐyùguǎn,gymnasium,学校的体育馆非常大。,The school gym is very big.,Band2,Unknown,5
通过,tōngguò,to pass / through,他顺利通过了考试,He passed the exam successfully.,Band2,1.8,5
同时,tóngshí,– at the same time / meanwhile,他是老师，同时也是作家。,He is a teacher and also a writer.,Band2,2.6,5
同事,tóngshì,Colleague,我的同事们都很友好。,My coworkers are all very friendly.,Band2,6.4,5
同样,tóngyàng,similarly (used as an adverb),他和我有同样的兴趣。,He and I have the same interests.,Band2,2.3,5
通知,tōngzhī,to notify / notice,学校发了一个重要通知。,The school issued an important notice.,Band2,2.4,5
外地,wàidì,noun/adjective: other places / out of town,他最近去外地出差了,He recently went on a business trip out of town.,Band2,3.2,5
外卖,wàimài,Takeout,今天太累了，我们叫外卖吧,"It's too tiring today, let's order food delivery",Band2,Unknown,5
晚报,wǎnbào,evening paper,我爷爷每天都读晚报。,My grandpa reads the evening newspaper every day,Band2,Unknown,5
网球,wǎngqiú,Tennis,我周末常常打网球。,I often play tennis on weekends.,Band2,Unknown,5
网站,wǎngzhàn,noun: website,我经常浏览这个网站。,I often browse this website.,Band2,2.5,5
晚会,wǎnhuì,evening party / gala,我们学校周五有一个晚会。,There’s a party at our school on Friday evening.,Band2,4.8,5
味道,wèidào,noun: taste / smell / flavor,这道菜味道很特别，有点辣但很好吃。,This dish has a unique flavor—it’s a bit spicy but delicious.,Band2,1.3,5
温度,wēndù,temperature (in general),今天的温度是二十八度,Today’s temperature is 28°C.,Band2,5.4,5
午睡,wǔshuì,nap / afternoon nap,我每天中午都要午睡半小时。,I take a 30-minute nap every afternoon.,Band2,Unknown,5
想法,xiǎngfǎ,idea; opinion;thought,你的想法很有意思。,Your idea is very interesting.,Band2,1.6,5
相机,xiàngjī,camera,我用相机拍了很多照片。,I took many photos with my camera.,Band2,Unknown,5
相同,xiāngtóng," Describes two or more things as being exactly the same, with no difference.",他们的看法不完全相同。,Their opinions are not exactly the same.,Band2,1.8,5
笑话,xiàohua,joke (noun),他讲了一个很好笑的笑话。,He told a really funny joke.,Band2,4.2,5
校园,xiàoyuán,campus,这个大学的校园很漂亮。,The campus of this university is beautiful.,Band2,1.7,5
校长,xiàozhǎng,Principal,校长在大会上发了言。,The principal spoke at the assembly.,Band2,1.4,5
小组,xiǎozǔ,"noun: group / team (for projects, competitions, etc.)",我们被分成三个小组，每组完成不同的任务。,"We were divided into three small groups, each with a different task.",Band2,2.4,5
夏天,xiàtiān,summer,夏天的时候我喜欢去游泳。,I like swimming in the summer.,Band2,4.2,5
西餐,xīcān,western food,我今天中午吃了西餐。,I had Western food for lunch today.,Band2,Unknown,5
习惯,xíguàn,Habit,我已经习惯早起了。,I’m already used to getting up early.,Band2,1.3,5
行动,xíngdòng,"noun: action / operation
verb: to take action",说再多也没用，现在我们必须立刻行动，开始下一步计划。,Talking more won’t help — we have to act now and begin the next step of the plan.,Band2,2.4,5
姓名,xìngmíng,noun: full name (surname + given name),请填写你的姓名和联系方式。,Please fill in your full name and contact info.,Band2,3.7,5
行人,xíngrén,pedestrian,行人请走人行道。,"Pedestrians, please use the sidewalk.",Band2,3.7,5
行为,xíngwéi,behavior,这种行为是不被接受的。,This kind of behavior is unacceptable.,Band2,1.8,5
信号,xìnhào,signal,这里的手机信号很差。,The phone signal is weak here.,Band2,Unknown,5
心情,xīnqíng,mood,他今天心情不好,He’s in a bad mood today.,Band2,1.6,5
新闻,xīnwén,news,我每天早上看新闻。,I watch the news every morning.,Band2,1.7,5
信息,xìnxī,information,你能告诉我更多信息吗？,Can you tell me more information?,Band2,4.3,5
信心,xìnxīn,confidence,我对这次考试很有信心。,I’m confident about this exam.,Band2,1.8,5
信用卡,xìnyòngkǎ,Credit card,我用信用卡付了钱。,I paid with a credit card.,Band2,Unknown,5
休假,xiūjià,have a holiday; take a vacation; be on furlough,他下周要休假去旅游。,He’s taking time off next week to travel.,Band2,6.4,5
西医,xīyī,western medicine,他是学西医的，不是中医。,"He studies Western medicine, not traditional Chinese medicine.",Band2,Unknown,5
洗澡,xǐzǎo,verb: to bathe; to shower,运动后最好先洗澡。,It is best to take a shower after exercising.,Band2,4.4,5
学期,xuéqī,Semester,这个学期我们有很多课程。,We have many courses this semester.,Band2,7.1,5
样子,yàngzi,appearance / manner / pattern / model,你看他的样子，好像生病了。,Look at him—he seems sick.,Band2,1.4,5
药店,yàodiàn,pharmacy,我去药店买了一些感冒药。,I went to the pharmacy to buy some cold medicine.,Band2,Unknown,5
药片,yàopiàn,pill,每次吃两片药片，一天三次。,"Take two pills each time, three times a day.",Band2,Unknown,5
要求,yāoqiú,"asking firmly,"" ""insisting,"" or ""demanding.""",我要求你马上离开,I demand that you leave immediately!,Band2,1.8,5
药水,yàoshuǐ,liquid medicine,医生给我开了一瓶药水。,The doctor prescribed me a bottle of liquid medicine.,Band2,Unknown,5
也许,yěxǔ,perhaps,他也许明天才回来。,Maybe he’ll come back tomorrow.,Band2,2.3,5
一般,yìbān,"adjective: Ordinary / Average
adverb: Usually / Generally
comparative: The same as / As … as …",我一般七点起床，去一份一般的工作。同事们一般都很友好，还开玩笑说我跑得跟风一般快。,I usually wake up at seven and go to an average job. My colleagues are generally friendly and even joke that I run as fast as the wind.,Band2,1.7,5
一共,yígòng,in total / altogether,一共多少钱？,How much is it in total?,Band2,6.4,5
意见,yìjiàn,Opinion,你对这个问题有什么意见？,What’s your opinion on this issue?,Band2,2.3,5
一路平安,yílùpíngān,safe journey; have a pleasant journey,祝你一路平安！,Wish you a safe journey!,Band2,Unknown,5
一路顺风,yílùshùnfēng,Bon voyag,明天你出发，祝你一路顺风！,You're leaving tomorrow — have a smooth trip!,Band2,8.5,5
应该,yīnggāi,verb: should; ought to / adverb: probably,你应该早点告诉我这件事。,You should have told me about this earlier.,Band2,1.2,5
影片,yǐngpiàn,film; movie,这部影片非常感人。,This film is very touching.,Band2,6.4,5
影响,yǐngxiǎng,Influence,天气会影响我们的旅行计划。,The weather might affect our travel plans.,Band2,1.2,5
银行卡,yínhángkǎ,bank card,我忘记带银行卡了。,I forgot to bring my bank card.,Band2,Unknown,5
音节,yīnjié,syllable,汉语的音节不多，但组合很多。,"Chinese doesn’t have many syllables, but lots of combinations.",Band2,5.6,5
阴天,yīntiān,cloudy day,今天是阴天，不太适合晒衣服。,"It’s cloudy today, not great for drying clothes.",Band2,4.6,5
音乐会,yīnyuèhuì,concert,我下周要去听一场音乐会。,I’m going to a concert next week.,Band2,Unknown,5
音乐会,yīnyuèhuì,noun: concert,下个月有一场音乐会，我们一起去听吧！,There’s a concert next month—let’s go together!,Band2,Unknown,5
以上,yǐshàng,above; over,18岁以上的人才能参加。,Only people over 18 can participate.,Band2,2.5,5
一生,yìshēng,lifetime,她一生都在帮助别人。,She spent her whole life helping others.,Band2,3.3,5
以外,yǐwài,except for / outside of,除了我以外，大家都来了。,Everyone came except for me.,Band2,6.4,5
